Lehigh,VT,TAMU,UMaryland,Purdue,Washington,Rutgers,Case,Brandeis,WilliamMary,UIUC,BostonU,WISC,UTexas,UCDavis,Rochester,BostonCollege,UCSD,UCI,UCSB,Tufts,UFL,WFU,Virginia,USC,UMich,Georgetown,Emory,Northeastern,Princeton,MIT,Harvard,Standford_med,Yale,Chicago,JHU,UPenn,Caltech,Duke,Northwestern,Dartmouth,Brown,Rice,WUSTL,Cornell,NotreDame,UCB,UCLA,CMU,OhioState,UofGeorgia,UofConnecticut,MichiganState,PennState,NorthCarolinaState,SyracuseU,UofMiami,TempleU,ClemsonU,FordhamU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
